地名,センター,燃やせるごみ,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
清田区 平岡公園東○丁目,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,水,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,火
清田区 里塚○条○丁目、○番地,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,水,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,火
清田区 里塚緑ヶ丘○丁目,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,水,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,火
清田区 美しが丘1条～3条の3丁目～10丁目（美しが丘3条3丁目1番・2番を除く）,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,水,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,火
清田区 美しが丘4条・5条の○丁目,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,水,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,火
西区 琴似○条○丁目,札幌センター1,月 木,20170908 20171006 20171103 20171201 20180525 20180622 20180720 20180817 20180914,20170922 20171020 20171117 20171215 20180119 20180216 20180316 20180413 20180511 20180608 20180706 20180803 20180831 20180928,火,20170901 20170915 20170929 20171013 20171027 20171110 20171124 20171208 20171222 20180112 20180126 20180209 20180223 20180309 20180323 20180406 20180420 20180504 20180518 20180601 20180615 20180629 20180713 20180727 20180810 20180824 20180907 20180921,水
西区 二十四軒○条○丁目,札幌センター1,月 木,20170908 20171006 20171103 20171201 20180525 20180622 20180720 20180817 20180914,20170922 20171020 20171117 20171215 20180119 20180216 20180316 20180413 20180511 20180608 20180706 20180803 20180831 20180928,火,20170901 20170915 20170929 20171013 20171027 20171110 20171124 20171208 20171222 20180112 20180126 20180209 20180223 20180309 20180323 20180406 20180420 20180504 20180518 20180601 20180615 20180629 20180713 20180727 20180810 20180824 20180907 20180921,水
西区 発寒○条○丁目,札幌センター1,月 木,20170908 20171006 20171103 20171201 20180525 20180622 20180720 20180817 20180914,20170922 20171020 20171117 20171215 20180119 20180216 20180316 20180413 20180511 20180608 20180706 20180803 20180831 20180928,火,20170901 20170915 20170929 20171013 20171027 20171110 20171124 20171208 20171222 20180112 20180126 20180209 20180223 20180309 20180323 20180406 20180420 20180504 20180518 20180601 20180615 20180629 20180713 20180727 20180810 20180824 20180907 20180921,水
西区 山の手○条○丁目、○番地,札幌センター1,月 木,20170905 20171003 20171031 20171128 20180522 20180619 20180717 20180814 20180911,20170919 20171017 20171114 20171212 20180116 20180213 20180313 20180410 20180508 20180605 20180703 20180731 20180828 20180925,水,20170912 20170926 20171010 20171024 20171107 20171121 20171205 20171219 20180109 20180123 20180206 20180220 20180306 20180320 20180403 20180417 20180501 20180515 20180529 20180612 20180626 20180710 20180724 20180807 20180821 20180904 20180918,金
西区 西野6条～14条の○丁目,札幌センター1,月 木,20170905 20171003 20171031 20171128 20180522 20180619 20180717 20180814 20180911,20170919 20171017 20171114 20171212 20180116 20180213 20180313 20180410 20180508 20180605 20180703 20180731 20180828 20180925,水,20170912 20170926 20171010 20171024 20171107 20171121 20171205 20171219 20180109 20180123 20180206 20180220 20180306 20180320 20180403 20180417 20180501 20180515 20180529 20180612 20180626 20180710 20180724 20180807 20180821 20180904 20180918,金
